date,1,2,3,4,5,6,7,8,9,10,H-L
197105,-3.78,-3.58,-3.14,-5.34,-2.12,-2.34,-2.16,-4.65,-3.2,-4.26,-0.48
197106,-3.49,0.9,-0.85,1.36,-0.33,0,0.27,0.16,2.57,0.97,4.46
197107,-6.17,-4.99,-3.39,-5.02,-2.8,-2.59,-3.09,-4.13,-6.1,-4.43,1.74
197108,8.15,9.26,8.73,4.77,3.97,3.05,4.22,1.79,2.47,2.55,-5.6
197109,0,-1.31,-0.32,0.1,-0.3,-0.59,0.82,-1.58,-1.59,-0.41,-0.41
197110,-8.9,-4.77,-5.35,-4.75,-4.45,-3.39,-2.83,-3.59,-3.58,-5.03,3.87
197111,-2.98,-1.54,-0.64,-1.08,0.14,-0.65,1.23,0.02,0.12,-0.79,2.19
197112,14.61,13.11,11.76,8.22,9.26,9.88,8.68,8.11,8.76,7.47,-7.14
197201,4.05,1.75,3,1.9,3.53,0.58,2.28,2.96,4.99,7.14,3.09
197202,4.3,5.47,1.03,2.74,4.32,3.6,1.59,3.13,5.28,2.93,-1.37
197203,1.94,1.09,2.62,0.61,0.58,1.75,0.4,1.65,-0.01,-0.73,-2.67
197204,0.16,0.17,0.24,0.13,0.85,1.58,0.42,0.44,0.89,0.41,0.25
197205,-1.66,0.32,0.59,2.29,1.82,2.64,2.36,1.72,1.19,0.83,2.49
197206,-2.04,-3.36,-4.48,-4.01,-3.65,-2.44,-2.8,-0.36,-2.08,-1.01,1.03
197207,-5.62,-2.32,-1.94,-0.78,-1.09,-1.25,0.34,0.98,1.02,0.54,6.16
197208,2.83,3.65,3.88,6.58,5.77,6,3.86,3.61,1.24,0.38,-2.45
197209,-3.1,1.92,-0.49,-0.35,-1.41,-0.8,0.78,-1.55,-2.89,-0.12,2.98
197210,-2.13,1.26,1.27,1.92,1.49,1.34,-1.78,3.36,0.88,1.74,3.87
197211,10.05,9.95,5.08,6.96,6.07,3.89,4.11,3.49,4.96,3.33,-6.72
197212,3.33,3.82,2.1,2.02,-0.49,1.86,-2,-0.57,-1.61,-2.92,-6.25
197301,-5.59,-5.69,-6.28,-4.56,-5.49,-2.63,-0.79,0.27,-3.33,-4.12,1.47
197302,-8.1,-6.46,-5.82,-3.27,-5.99,-3.15,-3.67,-4.67,-3.64,-4.18,3.92
197303,-2.96,1.13,-1.57,0.61,-2.23,-0.24,-1,-0.75,-0.85,-1.09,1.87
197304,-9.92,-6.28,-4.26,-5.69,-5.89,-4.11,-5.23,-3.72,-5.64,-4.85,5.07
197305,-5.33,-5.03,-3.66,-3.93,0.21,-1.72,-2.03,-2.15,-2.75,-2.69,2.64
197306,-2.65,-3.23,-1.71,-2.47,-2.56,-2.03,0.32,-0.33,-1.6,-0.05,2.6
197307,21.38,11.61,12.08,7.74,8.06,5.37,2.02,2.03,3.58,7.99,-13.39
197308,-3.1,-3.49,-2.57,-3.18,-4.89,-0.89,-2.06,-3.78,-2.57,-4.07,-0.97
197309,9.94,7.26,7.42,6.97,2.18,4.78,3.64,6.44,6.71,7.37,-2.57
197310,2.19,0.44,-1.23,0.4,-0.18,-1.8,-3.16,-0.53,-0.26,-0.42,-2.61
197311,-19.41,-18.82,-12.5,-10.63,-12.92,-14.17,-11.32,-9.75,-8.79,-10.78,8.63
197312,1.23,0.8,1.54,-0.29,0.46,4.71,1.35,0.67,-1.96,4.08,2.85
197401,7.04,7.83,4.04,4.44,1.75,0.9,-0.23,-1.08,-3.45,-6.02,-13.06
197402,-0.02,-1.68,0.39,1.59,1.51,1.39,0.87,0.17,0.71,-3.04,-3.02
197403,0.97,0.07,-0.03,-2.05,-2.04,-2.1,-2.72,-4.54,-4.47,-5.36,-6.33
197404,-5.95,-4.48,-7.12,-5.61,-5.14,-3.42,-3.36,-3.13,-2.5,-6.56,-0.61
197405,-6.5,-4.89,-9.15,-6.59,-5.89,-1.95,-2.54,-4.17,-1.7,-3.89,2.61
197406,-3.67,-1.3,-6,-3.51,-2.01,-0.95,-2.47,-0.47,-2.26,-2.49,1.18
197407,-5.23,-5.76,-7.58,-7.2,-1.72,-10.53,-8.79,-8.77,-7.12,-4.78,0.45
197408,-9.38,-8.68,-5.89,-11.19,-7.88,-8.86,-8.12,-9.59,-9.92,-10.05,-0.67
197409,-6.67,-9.05,-7.7,-12.33,-13.04,-12.67,-11.41,-13.11,-10.18,-8.48,-1.81
197410,22.72,20.94,22.31,12.82,18.95,13.37,13.56,12.75,12.28,13.44,-9.28
197411,-4.7,-5.29,-4.79,-4.04,-4.5,-4.94,-4.96,-4.27,-3.33,-1.38,3.32
197412,-6.8,-3.8,-2.85,-0.45,-1.8,-3.77,-2.26,-2.36,-2.8,-5.24,1.56
197501,34.6,27.42,21.87,20.64,15.36,12.69,13.48,14.55,10.1,8.34,-26.26
197502,8.01,7.82,7.17,3.73,2.82,2.68,5.02,4.32,2.97,1.25,-6.76
197503,9.5,5.23,3.89,3.68,-0.32,5.29,1.02,5.66,0.46,3.85,-5.65
197504,5.64,1.93,6.45,2.94,6.04,6.11,4.07,7.69,6,3.96,-1.68
197505,12.58,10.41,8.55,4.82,4.81,6.86,3.89,4.99,4.5,3.24,-9.34
197506,8.66,6.51,6.72,4.07,4.05,6.36,5.39,5.56,3.64,2.94,-5.72
197507,-7.88,-6.78,-6.65,-5.7,-5.9,-6.36,-4.88,-4.77,-6.3,-7.61,0.27
197508,-2.13,-2.74,-2.18,-2.22,-1.82,-1.89,-2.4,-2.05,-3.31,-4.78,-2.65
197509,-4.77,-3.03,-5.97,-5.96,-3.88,-2.46,-2.79,-3.33,-4.43,-4.42,0.35
197510,5.66,7.42,8.03,5.01,4.86,6.11,6.16,7.25,3.52,3.22,-2.44
197511,2.58,-1.2,1.35,0.15,2.85,2.26,3.18,4.59,5.2,3.77,1.19
197512,1.7,0.89,1.21,-0.89,-1.01,-0.05,-3.55,-1.96,-3.11,-2.55,-4.25
197601,12.42,15.34,12.6,14.74,13.03,10.68,12.09,10.79,12.5,14.97,2.55
197602,-0.23,-1.66,0.81,-0.65,1.13,2.36,1.03,2.57,4.33,10.81,11.04
197603,6.21,4.94,2.45,0.3,2.15,-0.38,0.57,0.27,-0.85,0.66,-5.55
197604,-1.08,0.86,-0.01,-1.8,-0.23,0.23,-1.35,-1.3,-2.94,-1.42,-0.34
197605,-1.09,-2.19,-1.7,-1.5,-1.34,-1.64,1.28,-1.55,-0.93,1.47,2.56
197606,6.25,4.15,5.57,3.73,3.75,3.48,3.81,5.16,5.79,4.75,-1.5
197607,0.46,-1.36,-0.36,1.98,0.61,-0.11,-1.29,-1.83,-1.47,-3.58,-4.04
197608,-2.82,-1.85,-0.82,-0.07,-0.34,-1,1.21,1.81,0.74,-0.5,2.32
197609,2.94,2.65,1.18,1.5,3.4,2.34,3.54,2.73,2.69,0.72,-2.22
197610,-2,-1.64,-0.47,-2.36,-1.15,-2.43,-2.38,-2.88,-2.08,-3.11,-1.11
197611,4.58,1.92,0.13,-0.67,-0.22,-1.4,2.22,1.48,2.76,1.88,-2.7
197612,9.4,7.89,5.96,5.63,4.35,4.7,6.3,5.3,4.63,5.6,-3.8
197701,-7.01,-6.79,-1.69,-1.62,-3.37,-3.49,-4.43,-2.79,-3.01,-0.91,6.1
197702,-1.39,-0.67,-2.4,-1.58,-0.85,-0.95,-2.21,-2.25,-3.23,-2.45,-1.06
197703,0.96,-0.5,-0.52,-2.07,-0.78,-0.68,-2.18,-0.7,-0.94,-0.77,-1.73
197704,-0.08,0.43,-0.6,2.51,0.81,-1.08,-0.53,2.52,1.33,2,2.08
197705,-2.87,-2.16,-0.68,-2.15,0.52,-0.53,-0.23,-0.6,-0.47,-1.49,1.38
197706,4.71,6.32,5.08,5.41,5.36,5.09,3.93,5.86,3.88,6.86,2.15
197707,-2.6,-1.96,-1.29,0.42,-1.39,-1.14,-0.66,-1.24,-1.84,-2.85,-0.25
197708,-1.08,-2.79,-1.11,-1.58,-1.16,-2.73,-0.19,-2.23,-1.24,0.86,1.94
197709,2.13,0.49,-0.1,0.29,2.2,-0.75,-0.57,-0.52,-0.34,-0.74,-2.87
197710,-1.68,-3.56,-2.84,-3.49,-3.83,-3.98,-4.27,-5.09,-5,-4.04,-2.36
197711,6.4,6.81,4.03,4.24,4.3,3.03,4.23,3.61,5.28,5.47,-0.93
197712,1.54,1.47,-0.04,1.08,-0.1,-0.29,0.14,0.48,1.55,3.19,1.65
197801,-4.34,-5.39,-4.96,-6.11,-5.08,-5.58,-6.07,-4.63,-7.4,-6.08,-1.74
197802,0,-1.85,-1.36,-0.8,-1.14,1.44,-2.24,-1.17,-1.84,-0.4,-0.4
197803,5.43,0.8,2.64,2.89,3.56,4.42,3.77,4.04,3.38,6.31,0.88
197804,12.17,9.13,5.37,6.43,7.84,8.65,10.22,8.31,9,6.53,-5.64
197805,3.91,2.46,1.53,2.91,1,4.38,3.17,0.45,1.64,4.56,0.65
197806,-0.59,-0.78,-0.87,-1.96,-1.59,-1.31,-1.39,-1.36,-0.4,-0.57,0.02
197807,5.35,6.78,5.88,5.81,4.02,6.47,6.02,5.42,5.76,5.97,0.62
197808,7.78,5.31,4.85,4.26,2.49,3.52,4.09,2.93,4.9,6.7,-1.08
197809,0.56,0.03,-0.14,-0.2,0.45,-1.86,-0.58,-3.01,-2.96,-3.21,-3.77
197810,-17.52,-14.38,-8.83,-11.66,-11.21,-9.84,-11.21,-8.05,-11.33,-15.7,1.82
197811,13.44,11.99,7.46,7.6,5.2,3.42,3.12,1.64,2.73,1.77,-11.67
197812,2.71,0.56,0.04,1.12,2.72,1.72,1.04,1.93,1.9,2.31,-0.4
197901,11.75,8.24,8.48,5.09,4.78,5.82,2.61,3.68,2.68,3.72,-8.03
197902,-3.31,-2.63,-1.8,-2.84,-2.97,-3.34,-3.92,-2.79,-4.35,-2.77,0.54
197903,9.66,7.25,6.25,6.63,5.97,5.88,5.98,4.28,7.77,9.92,0.26
197904,0.17,-1.48,0.27,2.87,1.02,0.74,1.71,0.49,0.22,1.51,1.34
197905,-1.39,0.52,-0.75,-1.63,-1.69,-2.03,-1.44,-1.05,-1.99,-3.26,-1.87
197906,7.03,6.38,5.91,4.96,2.16,5.22,3.05,5.03,4.62,6.52,-0.51
197907,2.63,0.23,0.82,2.32,2.06,2.08,2.51,1.5,2.23,-0.3,-2.93
197908,7.35,5.86,6.08,8.02,6.86,5.9,5.62,6.36,6.2,4.86,-2.49
197909,-1.8,-1.11,-1.67,1.82,-0.11,-1.22,1.43,2.02,0.28,-0.08,1.72
197910,-10.25,-8.22,-8.18,-7.72,-7.32,-8.73,-7.85,-5.37,-5.86,-6.53,3.72
197911,9.85,8.74,5.4,5.09,5.79,5.94,6.49,5.56,4.93,8.39,-1.46
197912,4.31,4.03,2.35,-0.96,1.44,1.74,3,3.61,5.78,7.39,3.08
198001,4.62,4.83,4.99,4.33,6.06,6.08,6.42,9.68,9.77,9.81,5.19
198002,-4.75,-2.69,-4.01,-4.04,-3.98,-3.12,1.03,7.68,2.51,0.2,4.95
198003,-6.9,-7.65,-6.5,-8.03,-8.01,-9.06,-12.3,-10.97,-16.97,-18.39,-11.49
198004,7.71,6.16,5.74,7.02,6.4,2.54,2.94,3.95,4.14,7.34,-0.37
198005,9.67,6.19,7.77,5,6.98,5.54,5.31,5.11,4.24,5.55,-4.12
198006,7.37,4.77,4.09,3.1,2.58,2.72,2.64,4.3,3.06,0.98,-6.39
198007,12.11,10.48,6.58,9.27,6.33,6.47,4.82,7.05,6.79,6.01,-6.1
198008,3.97,2.67,2.2,2.3,1.85,0.73,1.06,2.65,3.41,4.26,0.29
198009,1.24,1.94,1.62,4.02,2.6,4.2,1.63,6.59,4.53,2.81,1.57
198010,-1.23,1.73,0.05,1.95,0.14,3.04,3.61,0.64,0.99,6.71,7.94
198011,5.4,2.62,6.09,7.24,7.92,5.22,12.6,13.41,19.5,17.13,11.73
198012,0.73,1.53,1.56,0.91,1.02,-0.99,-1.51,-2.21,-5.9,-9.53,-10.26
198101,-9.4,-6.38,-4.37,-2.23,-5.21,-3.53,0.84,-2.95,-2.63,-3,6.4
198102,-0.09,-0.03,0.19,1.11,4.68,2.92,3.64,2.65,2.26,2.7,2.79
198103,8.01,4.77,7.59,3.66,4.06,2.09,6.98,4.47,4.04,4.37,-3.64
198104,-3.22,0.36,-0.01,-1.96,0.44,-3.76,-0.55,1.43,0.28,0.76,3.98
198105,-2.55,0.52,0.18,0.19,0.37,2.09,2.23,4.44,3.23,5.86,8.41
198106,2.53,1.01,0.77,-0.5,-0.89,-0.8,-1.27,-2.19,-3.46,-6.72,-9.25
198107,-0.72,-0.99,-1.42,-1.05,0.36,-1.45,-1.06,0.46,0.55,2.42,3.14
198108,-7.58,-6.32,-5.8,-6.16,-4.76,-5.83,-4.62,-5.32,-6.3,-6.16,1.42
198109,-8.57,-6.83,-5.48,-6.61,-7.1,-6.27,-6.23,-5.56,-2.62,-8.67,-0.1
198110,12.09,13.66,4.49,6.33,4.77,5.71,2.35,3.59,6.46,6.48,-5.61
198111,5.25,7.54,5.76,4.33,5.82,3.3,2.14,3.96,3.58,2.76,-2.49
198112,-2.33,-0.57,-1.45,-3.08,-0.91,-4.47,-3.02,-2.79,-3.34,-5.25,-2.92
198201,-5.35,-3.54,-3.21,-3.5,-1.19,-2.1,-1.8,-0.65,0.28,-4.91,0.44
198202,-9.51,-8.57,-7.1,-5.31,-6.27,-3.36,-2.19,-3.85,-2.37,-2.58,6.93
198203,-3.22,-2.19,-1.18,0.13,-2.05,-0.82,-0.12,-0.23,0.55,0.28,3.5
198204,4.43,7.21,5.71,5.03,6.04,3.63,1.99,3.59,4.78,3.53,-0.9
198205,-5.39,-0.75,-1.01,-2.49,-2.95,-3.64,-3.14,-3.85,-2.49,-4.99,0.4
198206,-3.66,-2.57,-2.68,-1.79,0.04,-1.62,-1.6,-2,-1.17,-5.5,-1.84
198207,-5.54,-3.97,-4.87,-2.92,-2.21,0.17,-0.89,-1.34,-1.42,-1.5,4.04
198208,11.95,12.53,11.87,12.59,13.13,12.96,11.03,11.59,11.14,10.41,-1.54
198209,3.37,5.55,4.61,3.47,2.35,1.09,1.8,0.94,-0.53,-1.78,-5.15
198210,17,14.92,13.83,10.45,11.3,10.74,9.66,11.48,11.94,11.71,-5.29
198211,3.81,1.25,2.34,5.4,4.1,6.85,5.28,7.92,6.99,12.4,8.59
198212,6.42,2.44,1.75,1.2,0.86,1.6,2.03,-0.87,-1.16,-3.29,-9.71
198301,8.6,4.35,5.08,8.21,5.81,3.73,2.66,1.3,2.38,2.37,-6.23
198302,6.63,3.55,4.56,1.53,3.77,4.7,2.65,3.58,0.98,0.91,-5.72
198303,4.73,1.75,4.6,4.47,2.49,2.38,3.61,5.37,1.38,3.16,-1.57
198304,8.02,6.08,6.32,7.32,8.41,8.25,6.32,6.66,8.71,7.47,-0.55
198305,4.79,4.15,3.21,1.31,-0.28,0.77,0.4,2.13,-0.57,1.41,-3.38
198306,5.31,4.52,2.17,1.81,2.53,3.61,3.58,3.99,4.04,4.55,-0.76
198307,-3.32,-1.1,-2.97,-0.74,-2.78,-5,-4.52,-2.52,-4.71,-5.56,-2.24
198308,-2.24,0.26,0.86,-0.03,1.8,0.43,0.68,-1.31,1.4,-1.29,0.95
198309,2.3,2.91,3.76,3.8,3.41,3.4,2.15,1.87,-0.68,-2.27,-4.57
198310,-6.16,-5.42,-1.94,-4.63,-0.72,-1.26,-0.32,-0.54,-2.58,-4.8,1.36
198311,7.94,7.85,5.44,3.14,3.39,3.59,-0.05,3.22,0.29,1.07,-6.87
198312,0.94,-0.75,-0.89,-0.09,-1.99,-2.73,-0.73,-0.78,-1.81,-3.9,-4.84
198401,-3.15,0.68,-2,-3.03,1.58,-0.52,-1.62,-0.65,-3.5,1.4,4.55
198402,-4.83,-6.07,-4.28,-6.46,-4.94,-5.44,-4.08,-3.7,-2.55,0.82,5.65
198403,1.22,4.24,4.13,0.95,1.21,2.47,0.48,0.59,1.05,-0.49,-1.71
198404,-0.92,1.32,1.89,0.71,2.01,0.25,-0.74,0.57,-1.9,-1.38,-0.46
198405,-4.64,-5.16,-3.69,-5.98,-5.13,-3.85,-6.21,-3.57,-6.08,-7.6,-2.96
198406,3.41,1.61,4.97,0.84,2.15,2.18,2.44,2.62,2.61,4.11,0.7
198407,-7.67,-5.5,-0.47,-1.35,-1.83,-0.17,0.54,-2.52,-1.34,-2.25,5.42
198408,17.57,15.79,16.02,12.47,11.13,11.67,8.94,9.64,9.33,7.41,-10.16
198409,1.46,2.33,1.85,0.84,-0.37,0.28,-0.27,-1.82,-2.05,-3.12,-4.58
198410,-2.49,0.76,0.29,0.43,0.43,0.76,0.08,-0.36,1.81,-0.87,1.62
198411,-2.09,-1.22,-0.98,-1.26,-0.93,-1.08,-0.41,-0.55,-0.81,-2.24,-0.15
198412,3.88,3.21,2.65,1.73,2.23,2.7,3.1,2.08,2.49,1.72,-2.16
198501,14.23,12.06,8.7,7.85,8.55,8.35,6.68,8.29,8.81,7.64,-6.59
198502,4.51,2.29,3.67,1.34,0.74,1.37,0.83,1.5,0.64,0.46,-4.05
198503,-2.35,-0.79,-1.82,-2.28,0.47,0.53,1.7,0.3,1.06,0.04,2.39
198504,-4.51,-2.43,-0.97,-0.49,0.34,0.97,0.89,0.92,0.64,-1.63,2.88
198505,3.5,5.99,6,7.2,7.2,5.01,5.98,6.07,5.34,4.67,1.17
198506,0.73,2.17,2.14,0.06,2.91,2.06,1.94,2.39,2.74,0.92,0.19
198507,3.35,2.49,2.35,0.53,-0.59,-0.07,-1.35,-2.46,-1.95,-1.03,-4.38
198508,0.69,0.86,0.18,0.35,0.07,-1.23,-1.24,-2.52,-1.27,-1.39,-2.08
198509,-7,-4.82,-5.21,-3.34,-3.27,-4.89,-3.03,-4.35,-1.91,-4.4,2.6
198510,4.16,3.83,4.32,6.68,4.83,5.15,4.54,3.87,5.62,3.61,-0.55
198511,7.71,9.59,9.23,8.02,8.41,7.45,5.78,5.61,5.54,5.63,-2.08
198512,2.02,1.8,4.93,4.6,4.45,6.06,7.14,3.96,4.73,2.02,0
198601,-1.19,0.57,2.98,1.91,1.34,2.79,0.4,2.05,0.12,0.59,1.78
198602,3.87,6.09,8.8,6.11,8.89,8.61,8.47,8.51,8.27,7.25,3.38
198603,3.5,4.62,4.49,6.69,6.31,5.58,5.13,6.67,5.85,4.55,1.05
198604,2.81,0.05,1.62,-1.22,-3.72,-1.55,-0.58,-2,-0.55,-2.38,-5.19
198605,5.22,4.98,4.84,5.49,4.67,6.62,6.9,3.9,4.85,3.8,-1.42
198606,-1.44,0,-0.61,0.19,1.18,2.95,2.66,2.59,2.02,2.95,4.39
198607,-11.36,-8.26,-6.56,-8.19,-7.69,-5.27,-3.78,-4.77,-3.95,-5.75,5.61
198608,8.71,6.5,5.97,6.54,6.34,4.81,6.44,8.23,6.16,6.69,-2.02
198609,-7.62,-9.03,-7.83,-8.76,-9.5,-8.13,-8.6,-9.71,-7.59,-3.37,4.25
198610,8.18,6.64,6.85,6.07,4.98,5.87,0.28,3.34,4.57,2.02,-6.16
198611,1.94,0.81,-0.18,2.94,2.29,3.08,2.16,0.54,1.66,-1.45,-3.39
198612,-2.49,-2.74,-2.44,-2.53,-2.22,-2.36,-2.84,-4.03,-3.22,-1.89,0.6
198701,11.29,14.06,11.3,12.15,14.97,12.82,13.85,13.3,12.5,9.74,-1.55
198702,3.95,5.35,6.02,5.13,2.74,4.9,5.34,3.89,5.36,5.9,1.95
198703,3.38,1.37,4.3,3.92,2.91,1.92,2.02,0.5,-0.18,0.22,-3.16
198704,-2.8,-2.48,-3.88,-2.43,-2.67,-2.92,0.63,0.48,-0.69,-1.15,1.65
198705,-0.23,1.09,-0.35,-0.58,0.36,1.2,0.34,1.49,0.73,-0.7,-0.47
198706,2.39,5.43,4.36,4.22,5.07,4.48,5.01,5.78,5.21,0.68,-1.71
198707,2.83,6.91,3.94,3.57,3.89,3.51,4.77,4.44,4.15,6,3.17
198708,5.43,4.62,5.49,4.83,5.12,3.05,3.53,4.62,1.22,-0.43,-5.86
198709,-0.03,-2.05,-3.35,-1.9,-1.85,-3.04,-3.85,-1.62,-1.49,0.5,0.53
198710,-29.34,-23.17,-24.06,-21.04,-21.64,-18.05,-21.84,-19.75,-26.85,-27.12,2.22
198711,-5.01,-6.06,-8.24,-5.2,-5.5,-5.2,-9.39,-9.12,-8.63,-5.25,-0.24
198712,11.07,10.67,8.96,6.1,5.38,7.21,6.02,5.71,7.17,4.54,-6.53
198801,8.15,6.97,8.89,9.08,5.06,4.61,2.87,1.82,1.44,-3.52,-11.67
198802,8.73,7.23,7.81,5.53,6.79,5.6,2.42,1.77,2.69,5.86,-2.87
198803,-1.79,-2.86,-3.48,-0.86,-2.74,-2.5,-2.04,-0.07,0.2,2.09,3.88
198804,1.17,1.04,1,-0.2,2.42,1.15,0.25,1.06,1.09,0.79,-0.38
198805,-0.69,0.11,0.79,1.41,0.78,-1.01,1.78,-1.1,0.28,-0.49,0.2
198806,8.5,6.35,6.42,4.98,5.28,6.67,5.57,3.63,4.26,5.14,-3.36
198807,2.44,1.12,1.42,-0.72,-0.96,-0.87,-1.63,-3.19,-2.85,-3.42,-5.86
198808,-5.3,-4.75,-2.95,-3.26,-3.62,-2.4,-1.69,-1.41,-1.42,-2.51,2.79
198809,2.69,4.11,3.74,4.65,5.77,3.73,3.09,2.77,4.59,3.25,0.56
198810,-0.59,0.65,0.44,1.54,0.47,2.99,3.56,3.21,0.64,0.15,0.74
198811,-4.18,-1.23,-3.04,-1.13,-2.31,-0.85,-1.33,-1.94,-2.5,-0.76,3.42
198812,6,4.05,2.92,1.65,2.66,2.31,1.75,1.39,2.02,1.24,-4.76
198901,8.32,7.64,6.71,6.45,5.98,6.98,6.77,6.01,6.26,5.39,-2.93
198902,0.98,-0.54,-0.5,-0.9,-1.39,-1.84,-2.54,-2.43,-1.74,-0.86,-1.84
198903,1.94,-0.63,2.75,3.28,4.11,2.22,3.12,3.03,2.43,0.97,-0.97
198904,3.91,3.81,5.04,3.66,4.92,6.33,6.25,5.03,5.2,4.7,0.79
198905,0.8,2.46,2.47,4.23,3.78,3.19,4.59,4.95,5.43,5.2,4.4
198906,0.75,-0.26,0.37,0.47,-1.18,0.26,0.34,-1.01,-2.46,-3.3,-4.05
198907,4.18,7.98,10.29,7.15,10.65,8.74,6.71,7.68,6.06,5.2,1.02
198908,2.89,3.67,4.24,2.91,2.44,2.23,4.02,0.96,1.2,0.71,-2.18
198909,0.7,0.95,0.82,0.5,0.79,-0.42,0.11,-1.42,-1.62,-1.74,-2.44
198910,-8.75,-6.84,-4.76,-4.97,-2.41,-2.05,-1,-0.56,-2.19,-2.4,6.35
198911,-1.15,-1.62,2.04,-0.17,1.25,0.71,2.92,3.3,2.5,1.87,3.02
198912,1.37,-0.7,-1.66,1.11,1.44,2.58,3.57,2.86,1.31,3.17,1.8
199001,-10.16,-9.47,-4.77,-6.4,-7.73,-7.07,-6.87,-7.34,-7.21,-8.99,1.17
199002,5.36,2.35,0.06,1.12,1.56,1.78,0.9,1.17,2.38,3.9,-1.46
199003,2.9,3.17,2.91,3.38,1.49,2.85,0.63,1.58,3.69,3.22,0.32
199004,-5.53,-4.3,-3.7,-3.09,-2.63,-2.26,-2.12,-0.48,-3.42,-2.77,2.76
199005,9.25,9.02,8.88,7.92,9.1,9.2,7.96,8.5,12.03,8.21,-1.04
199006,-0.73,0.14,0.59,-2.46,-0.88,-1.24,-0.63,1.01,0.23,-0.32,0.41
199007,-8.98,-2.23,-1.69,1.37,-1.47,0.4,-2.04,-0.82,-1.91,-1.12,7.86
199008,-13.32,-11.97,-12.5,-10.49,-11.16,-10.4,-9.51,-8.98,-7.57,-4.15,9.17
199009,-13.44,-9.15,-9.6,-8.07,-7.76,-5.85,-3.52,-4.14,-3.26,-1.49,11.95
199010,-7.82,-5.54,-3.55,-3.53,-3.21,0.31,-0.82,-1,1.73,0.51,8.33
199011,14.87,14.31,10.09,5.79,6.93,7.95,7.76,6.38,5.28,3.52,-11.35
199012,0.11,0.66,1.11,3.07,3.75,2.79,3.03,4,6.96,3.61,3.5
199101,6.2,3.67,4.45,5.03,3.05,3.17,7.55,7.42,7.7,8.41,2.21
199102,7.68,7.49,6.53,8.7,7.98,9.25,7.13,5.31,9.11,8.88,1.2
199103,4.75,1.54,1.35,2.82,4.44,2.34,3.97,3.61,4.03,2.79,-1.96
199104,-3.27,2.11,1.87,1.13,0.92,-0.35,0.37,0.55,-1.03,-2.49,0.78
199105,2.97,4.92,5.08,3.43,2.9,3.89,3.66,3.61,5.44,6.95,3.98
199106,-4.99,-4.13,-1.9,-3.7,-5.77,-5.32,-4.2,-5.37,-5.89,-6.57,-1.58
199107,6.26,6.88,4.62,5.28,4.63,4.99,3.78,4.56,2.88,4.81,-1.45
199108,2.57,0.4,1.82,2.62,1.26,1.66,3.23,3.57,4.11,5.41,2.84
199109,-1.95,-1.73,-1.52,0.82,-1.28,-0.89,-2.14,-0.82,-1.84,-1.03,0.92
199110,1.75,1.57,0.67,1.56,0.3,2.28,2.59,2.41,0.78,6.6,4.85
199111,-5.5,-3.68,-4.95,-3.65,-3.46,-2.86,-4.76,-1.8,-4.33,-6.08,-0.58
199112,11.79,10.89,10.15,12.91,9.28,11.77,10.25,10.08,12.21,12.03,0.24
199201,7.28,5.39,5.21,-1.38,0.41,0.81,-1.78,0.13,-2.4,-2.97,-10.25
199202,0.55,-0.57,0.3,0.81,2.09,2.73,3.32,2.91,5.06,5.03,4.48
199203,-4.69,-2.32,-2.39,-1.5,-1.82,-2.45,-3.11,-1.85,-2.57,-1.88,2.81
199204,-5.02,-1.18,-0.71,3.23,2.19,1.12,2.68,2.5,3.27,-0.03,4.99
199205,-0.11,1.22,1.29,1.6,0.23,-0.03,0.81,0.78,0.28,0.12,0.23
199206,-5.6,-1.64,-0.89,-1.27,-2.51,-0.55,-2.15,-1.61,-4.51,-3.12,2.48
199207,4.76,4.31,5.43,5.25,5.88,3.97,4.59,3.21,3.73,0.37,-4.39
199208,-2.34,-5.62,-3.12,-2.8,-1.64,-0.19,-3.01,-0.5,-1.92,-3.03,-0.69
199209,-2.29,2.36,1.48,0.21,2.55,1.7,0.97,1.59,2.56,1.39,3.68
199210,5.04,-0.72,2.44,0.17,-0.62,1.74,0.32,2.05,1.68,5.16,0.12
199211,4.65,5.01,3.45,3.3,2.1,4.99,4.1,4.42,6.58,7.8,3.15
199212,1.8,3.46,2.73,2.02,-0.75,0.47,3.1,2.06,2.83,1.96,0.16
199301,0.75,1.73,-2.1,1.21,1.81,1.51,2.3,0.49,1.81,3.92,3.17
199302,-4.23,0.03,-0.45,2.51,1.87,2.03,1.07,-0.75,-0.66,0.35,4.58
199303,2.66,1.22,1.66,3.91,2.64,3.01,2.54,1.96,2.38,3.95,1.29
199304,-1.76,-7.61,-5.05,-2.22,-2.21,-1.26,-1.02,-2.58,-2.29,-2.42,-0.66
199305,5.77,2.93,5.55,2.39,2.86,3.49,0.7,1.86,2.71,3.35,-2.42
199306,1.39,2.64,2.54,1.84,0.46,-0.46,-0.35,-1.87,0.04,0.84,-0.55
199307,-1.68,-3.55,-2.5,-1.63,0.8,1.41,0.76,0.48,0.79,2.31,3.99
199308,4.9,4.14,5.15,3.53,3.26,3.44,3.12,3.63,3.82,5.77,0.87
199309,2.06,0.97,0.27,0.11,-0.53,-0.27,0.02,0.03,-0.78,1.55,-0.51
199310,6.59,0.6,4.15,1.8,1.46,-0.56,1.51,0.59,-0.04,1.64,-4.95
199311,-1.76,-2.43,-3.4,-3.83,-3.09,-0.77,-1.7,0.53,0.87,-0.82,0.94
199312,3.7,2.67,2.84,1.17,1.79,2.56,2.73,1.29,-0.09,2.03,-1.67
